UniProtIds,Genes,ProteinGroups,ProteinNames,ProteinDescriptions,Valid,Comparison (group1/group2),Condition Numerator,Condition Denominator,# of Ratios,Group,AVG Group Quantity Denominator,AVG Group Quantity Numerator,AVG Log2 Ratio,Absolute AVG Log2 Ratio,% Change,Ratio,Standard Deviation,Pvalue,Qvalue,Degrees Of Freedom,Standard Error,Organisms,Protein Coverage,Molecular Weight,GO Biological Process,GO Molecular Function,GO Cellular Component,Database,Protein Existence,Sequence Version,FASTAName,FASTAHeader,# Unique Total Peptides,# Unique Total EG.Id
Q7Z401,DENND4A,Q7Z401,MYCPP_HUMAN,C-myc promoter-binding protein,TRUE,T / M,T,M,5,Q7Z401,62.7984161376953,32.5790901184082,-0.95,0.95,-48.12,0.52,0,4.91E-01,6.12E-01,4,0.737048755178308,Homo sapiens,0%,209244.06,"transcription, DNA-templated,regulation of transcription, DNA-templated,positive regulation of GTPase activity","DNA binding,Rab guanyl-nucleotide exchange factor activity",nucleus,sp,1,2,uniprot_sprot_2015-08-28_HUMAN,>sp|Q7Z401|MYCPP_HUMAN C-myc promoter-binding protein OS=Homo sapiens GN=DENND4A PE=1 SV=2,90,135
Q7Z406,MYH14,Q7Z406,MYH14_HUMAN,Myosin-14,TRUE,T / M,T,M,460,Q7Z406,7215.60791015625,3308.92163085937,-1.12,1.12,-54.14,0.46,0,1.48E-04,3.70E-03,459,0.104325319677101,Homo sapiens,31.50%,227870.59,"skeletal muscle contraction,skeletal muscle tissue development,sensory perception of sound,regulation of cell shape,neuronal action potential,actin filament-based movement,actomyosin structure organization,mitochondrion morphogenesis,vocalization behavior","microfilament motor activity,calmodulin binding,ATP binding,actin-dependent ATPase activity,actin filament binding","stress fiber,cytosol,brush border,membrane,myosin II complex,axon,growth cone,actomyosin,myelin sheath,extracellular exosome,myosin II filament",sp,1,2,uniprot_sprot_2015-08-28_HUMAN,>sp|Q7Z406|MYH14_HUMAN Myosin-14 OS=Homo sapiens GN=MYH14 PE=1 SV=2,131,182
Q7Z434,MAVS,Q7Z434,MAVS_HUMAN,Mitochondrial antiviral-signaling protein,TRUE,T / M,T,M,10,Q7Z434,13.8728685379028,8.23301982879638,-0.75,0.75,-40.65,0.59,0,3.21E-01,5.28E-01,9,0.358595789694,Homo sapiens,0%,56528.1,"positive regulation of protein phosphorylation,activation of innate immune response,positive regulation of defense response to virus by host,signal transduction,negative regulation of type I interferon production,positive regulation of interferon-alpha production,positive regulation of interferon-beta production,positive regulation of interleukin-8 production,positive regulation of tumor necrosis factor production,positive regulation of protein import into nucleus, translocation,cytoplasmic pattern recognition receptor signaling pathway in response to virus,RIG-I signaling pathway,defense response to bacterium,positive regulation of transcription factor import into nucleus,positive regulation of I-kappaB kinase/NF-kappaB signaling,negative regulation of viral genome replication,innate immune response,positive regulation of transcription from RNA polymerase II promoter,positive regulation of sequence-specific DNA binding transcription factor activity,defense response to virus,positive regulation of type I interferon-mediated signaling pathway,cellular response to exogenous dsRNA,positive regulation of chemokine (C-C motif) ligand 5 production,positive regulation of IP-10 production,regulation of peroxisome organization","signal transducer activity,protein binding,protein kinase binding,CARD domain binding","mitochondrion,mitochondrial outer membrane,peroxisomal membrane,integral component of membrane,mitochondrial membrane",sp,1,2,uniprot_sprot_2015-08-28_HUMAN,>sp|Q7Z434|MAVS_HUMAN Mitochondrial antiviral-signaling protein OS=Homo sapiens GN=MAVS PE=1 SV=2,21,27
Q7Z4G4,TRMT11,Q7Z4G4,TRM11_HUMAN,tRNA (guanine(10)-N2)-methyltransferase homolog,TRUE,T / M,T,M,5,Q7Z4G4,3.98346638679504,9.42180347442627,1.24,1.24,136.52,2.37,0,1.06E-01,3.31E-01,4,0.66904188141848,Homo sapiens,0%,53421.05,tRNA methylation,"tRNA binding,tRNA (guanine-N2-)-methyltransferase activity",,sp,1,1,uniprot_sprot_2015-08-28_HUMAN,>sp|Q7Z4G4|TRM11_HUMAN tRNA (guanine(10)-N2)-methyltransferase homolog OS=Homo sapiens GN=TRMT11 PE=1 SV=1,9,11
Q7Z4Q2,HEATR3,Q7Z4Q2,HEAT3_HUMAN,HEAT repeat-containing protein 3,TRUE,T / M,T,M,10,Q7Z4Q2,13.074460029602,15.0356645584106,0.20,0.20,15.00,1.15,0,7.01E-01,6.76E-01,9,0.498927390185113,Homo sapiens,0%,74582.72,,,,sp,1,2,uniprot_sprot_2015-08-28_HUMAN,>sp|Q7Z4Q2|HEAT3_HUMAN HEAT repeat-containing protein 3 OS=Homo sapiens GN=HEATR3 PE=1 SV=2,15,17
Q7Z5K2,WAPAL,Q7Z5K2,WAPL_HUMAN,Wings apart-like protein homolog,TRUE,T / M,T,M,15,Q7Z5K2,56.2919845581054,56.1076736450195,0.00,0.00,-0.33,1.00,0,8.97E-01,7.38E-01,14,0.426728733312995,Homo sapiens,0%,132945.71,"sister chromatid cohesion,mitotic sister chromatid cohesion,negative regulation of DNA replication,response to toxic substance,viral process,negative regulation of chromatin binding,meiotic chromosome segregation,negative regulation of sister chromatid cohesion,positive regulation of fibroblast proliferation,cell division,regulation of chromosome condensation,protein localization to chromatin,regulation of cohesin loading",protein binding,"chromosome, centromeric region,chromatin,synaptonemal complex,nuclear cohesin complex,nucleus,nucleoplasm,chromosome,cytoplasm,cytosol,cohesin complex,microtubule cytoskeleton,intracellular membrane-bounded organelle",sp,1,1,uniprot_sprot_2015-08-28_HUMAN,>sp|Q7Z5K2|WAPL_HUMAN Wings apart-like protein homolog OS=Homo sapiens GN=WAPAL PE=1 SV=1,31,39
Q7Z6Z7,HUWE1,Q7Z6Z7,HUWE1_HUMAN,E3 ubiquitin-protein ligase HUWE1,TRUE,T / M,T,M,150,Q7Z6Z7,172.336517333984,180.221969604492,0.06,0.06,4.58,1.05,0,6.24E-01,6.48E-01,149,0.162824830487409,Homo sapiens,1%,481890.61,"protein polyubiquitination,base-excision repair,protein monoubiquitination,histone ubiquitination,cell differentiation,protein ubiquitination involved in ubiquitin-dependent protein catabolic process,positive regulation of protein targeting to mitochondrion","DNA binding,ubiquitin-protein transferase activity,protein binding,poly(A) RNA binding","nucleus,nucleoplasm,cytoplasm,cytosol,membrane,extracellular exosome",sp,1,3,uniprot_sprot_2015-08-28_HUMAN,>sp|Q7Z6Z7|HUWE1_HUMAN E3 ubiquitin-protein ligase HUWE1 OS=Homo sapiens GN=HUWE1 PE=1 SV=3,152,217
Q7Z794,KRT77,Q7Z794,K2C1B_HUMAN,"Keratin, type II cytoskeletal 1b",TRUE,T / M,T,M,35,Q7Z794,42930.03515625,43427.47265625,0.02,0.02,1.16,1.01,0,2.16E-01,4.53E-01,34,0.361168134769276,Homo sapiens,10%,61901.41,biological_process,"molecular_function,structural molecule activity","cytoskeleton,keratin filament,extracellular exosome",sp,2,3,uniprot_sprot_2015-08-28_HUMAN,">sp|Q7Z794|K2C1B_HUMAN Keratin, type II cytoskeletal 1b OS=Homo sapiens GN=KRT77 PE=2 SV=3",13,16
Q7Z7G0,ABI3BP,Q7Z7G0,TARSH_HUMAN,Target of Nesh-SH3,TRUE,T / M,T,M,15,Q7Z7G0,45.6080436706543,58.1815109252929,0.35,0.35,27.57,1.28,0,1.93E-01,4.37E-01,14,0.382930301989182,Homo sapiens,0%,118641.97,"positive regulation of cell-substrate adhesion,extracellular matrix organization","collagen binding,heparin binding","interstitial matrix,extracellular space,extracellular matrix",sp,1,1,uniprot_sprot_2015-08-28_HUMAN,>sp|Q7Z7G0|TARSH_HUMAN Target of Nesh-SH3 OS=Homo sapiens GN=ABI3BP PE=1 SV=1,7,7
Q7Z7H5,TMED4,Q7Z7H5,TMED4_HUMAN,Transmembrane emp24 domain-containing protein 4,TRUE,T / M,T,M,30,Q7Z7H5,149.02554321289,246.106872558593,0.72,0.72,65.14,1.65,0,2.87E-01,5.07E-01,29,0.394322687079502,Homo sapiens,0%,25942.8,"signal transduction,protein transport,positive regulation of I-kappaB kinase/NF-kappaB signaling",signal transducer activity,"endoplasmic reticulum membrane,integral component of membrane,extracellular exosome",sp,1,1,uniprot_sprot_2015-08-28_HUMAN,>sp|Q7Z7H5|TMED4_HUMAN Transmembrane emp24 domain-containing protein 4 OS=Homo sapiens GN=TMED4 PE=1 SV=1,11,17
Q7Z7K6,CENPV,Q7Z7K6,CENPV_HUMAN,Centromere protein V,TRUE,T / M,T,M,10,Q7Z7K6,18.9889488220214,30.9007720947265,0.70,0.70,62.73,1.63,0,8.64E-01,7.31E-01,9,0.356915662479486,Homo sapiens,0%,29945.91,"ameboidal-type cell migration,mitotic nuclear division,metabolic process,pericentric heterochromatin assembly,positive regulation of cytokinesis,regulation of chromosome organization,centromere complex assembly,cell division","molecular_function,carbon-sulfur lyase activity","kinetochore,condensed chromosome kinetochore,nucleus,nucleoplasm,cytoplasm,microtubule cytoskeleton,spindle midzone",sp,1,1,uniprot_sprot_2015-08-28_HUMAN,>sp|Q7Z7K6|CENPV_HUMAN Centromere protein V OS=Homo sapiens GN=CENPV PE=1 SV=1,6,8
Q86SF2,GALNT7,Q86SF2,GALT7_HUMAN,N-acetylgalactosaminyltransferase 7,TRUE,T / M,T,M,5,Q86SF2,29.0191478729248,7.40706920623779,-1.97,1.97,-74.48,0.26,0,6.87E-01,6.70E-01,4,1.30035589021366,Homo sapiens,0%,75389.1,"carbohydrate metabolic process,protein O-linked glycosylation,O-glycan processing","polypeptide N-acetylgalactosaminyltransferase activity,carbohydrate binding,metal ion binding","Golgi membrane,membrane,integral component of membrane,extracellular exosome",sp,1,1,uniprot_sprot_2015-08-28_HUMAN,>sp|Q86SF2|GALT7_HUMAN N-acetylgalactosaminyltransferase 7 OS=Homo sapiens GN=GALNT7 PE=1 SV=1,23,30
Q86U38,NOP9,Q86U38,NOP9_HUMAN,Nucleolar protein 9,TRUE,T / M,T,M,25,Q86U38,41.0147171020507,80.3610458374023,0.97,0.97,95.93,1.96,0,3.99E-03,4.36E-02,24,0.346945659244132,Homo sapiens,0%,69437.75,biological_process,poly(A) RNA binding,cellular_component,sp,1,1,uniprot_sprot_2015-08-28_HUMAN,>sp|Q86U38|NOP9_HUMAN Nucleolar protein 9 OS=Homo sapiens GN=NOP9 PE=1 SV=1,17,24
Q86U42,PABPN1,Q86U42,PABP2_HUMAN,Polyadenylate-binding protein 2,TRUE,T / M,T,M,10,Q86U42,41.0869674682617,58.556640625,0.51,0.51,42.52,1.43,0,4.39E-01,5.82E-01,9,0.504826435567145,Homo sapiens,0%,32749.07,"MAPK cascade,mRNA splicing, via spliceosome,termination of RNA polymerase II transcription,RNA processing,muscle contraction,poly(A)+ mRNA export from nucleus,mRNA 3'-end processing,modification by virus of host mRNA processing,cellular response to lipopolysaccharide,positive regulation of polynucleotide adenylyltransferase activity","nucleotide binding,RNA binding,protein binding,poly(A) RNA binding,RNA polymerase binding","nucleus,nucleoplasm,cytoplasm,nuclear speck,intracellular ribonucleoprotein complex,nuclear inclusion body",sp,1,3,uniprot_sprot_2015-08-28_HUMAN,>sp|Q86U42|PABP2_HUMAN Polyadenylate-binding protein 2 OS=Homo sapiens GN=PABPN1 PE=1 SV=3,10,15
Q86UP2,KTN1,Q86UP2,KTN1_HUMAN,Kinectin,TRUE,T / M,T,M,5,Q86UP2,42.0173683166503,26.2668685913085,-0.68,0.68,-37.49,0.63,0,2.22E-01,4.59E-01,4,0.294205092599291,Homo sapiens,0%,156275.25,"microtubule-based movement,cell-cell adhesion","kinesin binding,poly(A) RNA binding,cadherin binding involved in cell-cell adhesion","endoplasmic reticulum,endoplasmic reticulum membrane,integral component of plasma membrane,cell-cell adherens junction,membrane,integral component of membrane",sp,1,1,uniprot_sprot_2015-08-28_HUMAN,>sp|Q86UP2|KTN1_HUMAN Kinectin OS=Homo sapiens GN=KTN1 PE=1 SV=1,99,132
Q86UT6,NLRX1,Q86UT6,NLRX1_HUMAN,NLR family member X1,TRUE,T / M,T,M,25,Q86UT6,111.65037536621,409.952514648437,1.88,1.88,267.18,3.67,0,5.61E-01,6.27E-01,24,0.364093965910542,Homo sapiens,3.90%,107615.95,"viral process,negative regulation of type I interferon production,negative regulation of interferon-beta production,negative regulation of interleukin-6 production,negative regulation of RIG-I signaling pathway,negative regulation of I-kappaB kinase/NF-kappaB signaling,innate immune response,negative regulation of innate immune response,negative regulation of inflammatory response",ATP binding,mitochondrial outer membrane,sp,1,1,uniprot_sprot_2015-08-28_HUMAN,>sp|Q86UT6|NLRX1_HUMAN NLR family member X1 OS=Homo sapiens GN=NLRX1 PE=1 SV=1,15,16
Q86UX2,ITIH5,Q86UX2,ITIH5_HUMAN,Inter-alpha-trypsin inhibitor heavy chain H5,TRUE,T / M,T,M,20,Q86UX2,130.193954467773,52.416519165039,-1.31,1.31,-59.74,0.40,0,4.29E-02,2.13E-01,19,0.368421047517109,Homo sapiens,0%,104576.41,"negative regulation of endopeptidase activity,hyaluronan metabolic process",serine-type endopeptidase inhibitor activity,extracellular region,sp,2,2,uniprot_sprot_2015-08-28_HUMAN,>sp|Q86UX2|ITIH5_HUMAN Inter-alpha-trypsin inhibitor heavy chain H5 OS=Homo sapiens GN=ITIH5 PE=2 SV=2,8,8
Q86UX7,FERMT3,Q86UX7,URP2_HUMAN,Fermitin family homolog 3,TRUE,T / M,T,M,135,Q86UX7,721.456848144531,880.44189453125,0.29,0.29,22.04,1.22,0,4.18E-01,5.72E-01,134,0.214078383631172,Homo sapiens,16.90%,75952.8,"leukocyte cell-cell adhesion,integrin-mediated signaling pathway,positive regulation of cell migration,integrin activation,regulation of cell-cell adhesion mediated by integrin,substrate adhesion-dependent cell spreading,platelet aggregation",integrin binding,"podosome,membrane,cell junction,cell projection,extracellular exosome",sp,1,1,uniprot_sprot_2015-08-28_HUMAN,>sp|Q86UX7|URP2_HUMAN Fermitin family homolog 3 OS=Homo sapiens GN=FERMT3 PE=1 SV=1,46,74
Q86VN1,VPS36,Q86VN1,VPS36_HUMAN,Vacuolar protein-sorting-associated protein 36,TRUE,T / M,T,M,10,Q86VN1,18.7439823150634,16.0410194396972,-0.22,0.22,-14.42,0.86,0,2.67E-01,4.92E-01,9,0.479578758825377,Homo sapiens,6%,43816.74,"transcription, DNA-templated,regulation of transcription, DNA-templated,autophagy,endosomal transport,multivesicular body assembly,protein targeting to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway","protein binding,protein C-terminus binding,phosphatidylinositol-3-phosphate binding,ubiquitin binding","ESCRT II complex,nucleus,lysosome,endosome,cytosol,late endosome membrane,extracellular exosome",sp,1,1,uniprot_sprot_2015-08-28_HUMAN,>sp|Q86VN1|VPS36_HUMAN Vacuolar protein-sorting-associated protein 36 OS=Homo sapiens GN=VPS36 PE=1 SV=1,20,26
Q86VP6,CAND1,Q86VP6,CAND1_HUMAN,Cullin-associated NEDD8-dissociated protein 1,TRUE,T / M,T,M,290,Q86VP6,2514.19995117187,2669.21313476562,0.09,0.09,6.17,1.06,0,5.08E-01,6.18E-01,289,0.131329444261272,Homo sapiens,19.70%,136375.72,"SCF complex assembly,protein ubiquitination,cell differentiation,negative regulation of catalytic activity,positive regulation of RNA polymerase II transcriptional preinitiation complex assembly","protein binding,TBP-class protein binding","ubiquitin ligase complex,nucleus,nucleoplasm,cytoplasm,Golgi apparatus,membrane,cullin-RING ubiquitin ligase complex,extracellular exosome",sp,1,2,uniprot_sprot_2015-08-28_HUMAN,>sp|Q86VP6|CAND1_HUMAN Cullin-associated NEDD8-dissociated protein 1 OS=Homo sapiens GN=CAND1 PE=1 SV=2,81,119
Q86W42,THOC6,Q86W42,THOC6_HUMAN,THO complex subunit 6 homolog,TRUE,T / M,T,M,20,Q86W42,29.4641513824462,32.8286361694335,0.16,0.16,11.42,1.11,0,3.30E-01,5.30E-01,19,0.339232310284144,Homo sapiens,0%,37534.94,"termination of RNA polymerase II transcription,RNA export from nucleus,mRNA export from nucleus,apoptotic process,central nervous system development,RNA splicing,mRNA 3'-end processing,negative regulation of apoptotic process,viral mRNA export from host cell nucleus",RNA binding,"transcription export complex,THO complex,THO complex part of transcription export complex,nucleus,nucleoplasm,nuclear speck,nuclear chromosome, telomeric region",sp,1,1,uniprot_sprot_2015-08-28_HUMAN,>sp|Q86W42|THOC6_HUMAN THO complex subunit 6 homolog OS=Homo sapiens GN=THOC6 PE=1 SV=1,19,26
Q86WV6,TMEM173,Q86WV6,STING_HUMAN,Stimulator of interferon genes protein,TRUE,T / M,T,M,20,Q86WV6,141.872894287109,64.5990524291992,-1.14,1.14,-54.47,0.46,0,5.74E-01,6.35E-01,19,0.543100217142918,Homo sapiens,0%,42192.59,"activation of innate immune response,positive regulation of defense response to virus by host,apoptotic process,positive regulation of protein binding,regulation of type I interferon production,positive regulation of type I interferon production,interferon-beta production,positive regulation of protein import into nucleus, translocation,cellular response to interferon-beta,positive regulation of transcription factor import into nucleus,innate immune response,positive regulation of transcription from RNA polymerase II promoter,defense response to virus,cellular response to exogenous dsRNA,cellular response to organic cyclic compound","protein binding,transcription factor binding,protein kinase binding,ubiquitin protein ligase binding,cyclic-di-GMP binding,protein homodimerization activity,cyclic-GMP-AMP binding","mitochondrial outer membrane,peroxisome,endoplasmic reticulum membrane,Golgi apparatus,plasma membrane,integral component of membrane,cytoplasmic vesicle membrane,perinuclear region of cytoplasm",sp,1,1,uniprot_sprot_2015-08-28_HUMAN,>sp|Q86WV6|STING_HUMAN Stimulator of interferon genes protein OS=Homo sapiens GN=TMEM173 PE=1 SV=1,9,10
Q86X55,CARM1,Q86X55,CARM1_HUMAN,Histone-arginine methyltransferase CARM1,TRUE,T / M,T,M,10,Q86X55,83.7803802490234,182.017654418945,1.12,1.12,117.26,2.17,0,2.95E-01,5.10E-01,9,0.51965742597056,Homo sapiens,1.60%,65853.67,"regulation of growth plate cartilage chondrocyte proliferation,transcription, DNA-templated,regulation of transcription, DNA-templated,DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest,aging,positive regulation of cell proliferation,viral process,histone methylation,peptidyl-arginine methylation, to asymmetrical-dimethyl arginine,intracellular estrogen receptor signaling pathway,negative regulation of protein binding,regulation of intracellular estrogen receptor signaling pathway,histone H3-R2 methylation,histone H3-R17 methylation,cellular lipid metabolic process,positive regulation of fat cell differentiation,response to cAMP,endochondral bone morphogenesis,regulation of mRNA binding,negative regulation of dendrite development","transcription coactivator activity,protein binding,beta-catenin binding,protein methyltransferase activity,histone-arginine N-methyltransferase activity,protein-arginine N-methyltransferase activity,ligand-dependent nuclear receptor transcription coactivator activity,protein-arginine omega-N asymmetric methyltransferase activity,histone methyltransferase activity (H3-R17 specific),histone methyltransferase activity,protein homodimerization activity,transcription regulatory region DNA binding,lysine-acetylated histone binding","nucleus,nucleoplasm,cytoplasm,cytosol,RNA polymerase II transcription factor complex",sp,1,3,uniprot_sprot_2015-08-28_HUMAN,>sp|Q86X55|CARM1_HUMAN Histone-arginine methyltransferase CARM1 OS=Homo sapiens GN=CARM1 PE=1 SV=3,20,24
Q86XA9,HEATR5A,Q86XA9,HTR5A_HUMAN,HEAT repeat-containing protein 5A,TRUE,T / M,T,M,5,Q86XA9,3.83573460578918,2.94643950462341,-0.38,0.38,-23.18,0.77,0,5.24E-01,6.22E-01,4,0.479355985914052,Homo sapiens,0.60%,222003.95,,,,sp,1,2,uniprot_sprot_2015-08-28_HUMAN,>sp|Q86XA9|HTR5A_HUMAN HEAT repeat-containing protein 5A OS=Homo sapiens GN=HEATR5A PE=1 SV=2,15,16
Q86XP3,DDX42,Q86XP3,DDX42_HUMAN,ATP-dependent RNA helicase DDX42,TRUE,T / M,T,M,10,Q86XP3,29.5619239807128,38.8563041687011,0.39,0.39,31.44,1.31,0,7.04E-01,6.78E-01,9,0.649572226253438,Homo sapiens,0%,102975.16,"protein localization,RNA secondary structure unwinding","ATP-dependent RNA helicase activity,protein binding,ATP binding,poly(A) RNA binding","nucleus,nucleoplasm,cytoplasm,Cajal body,membrane,nuclear speck",sp,1,1,uniprot_sprot_2015-08-28_HUMAN,>sp|Q86XP3|DDX42_HUMAN ATP-dependent RNA helicase DDX42 OS=Homo sapiens GN=DDX42 PE=1 SV=1,44,61
Q86XS8,RNF130,Q86XS8,GOLI_HUMAN,E3 ubiquitin-protein ligase RNF130,TRUE,T / M,T,M,5,Q86XS8,14.150161743164,10.406958580017,-0.44,0.44,-26.45,0.74,0,9.44E-01,7.52E-01,4,1.03880901318767,Homo sapiens,1.90%,46404.88,"apoptotic process,programmed cell death,protein ubiquitination","ubiquitin-protein transferase activity,zinc ion binding,ligase activity","nucleus,cytoplasm,integral component of membrane",sp,1,1,uniprot_sprot_2015-08-28_HUMAN,>sp|Q86XS8|GOLI_HUMAN E3 ubiquitin-protein ligase RNF130 OS=Homo sapiens GN=RNF130 PE=1 SV=1,2,2
Q86Y39,NDUFA11,Q86Y39,NDUAB_HUMAN,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11,TRUE,T / M,T,M,10,Q86Y39,311.102111816406,42.8726730346679,-2.86,2.86,-86.22,0.14,0,1.64E-01,4.03E-01,9,0.611540443906075,Homo sapiens,0%,14852.08,"mitochondrial electron transport, NADH to ubiquinone,mitochondrial respiratory chain complex I assembly",,"mitochondrion,mitochondrial inner membrane,mitochondrial respiratory chain complex I,integral component of membrane",sp,1,3,uniprot_sprot_2015-08-28_HUMAN,>sp|Q86Y39|NDUAB_HUMAN NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11 OS=Homo sapiens GN=NDUFA11 PE=1 SV=3,8,14
Q86Y46,KRT73,Q86Y46,K2C73_HUMAN,"Keratin, type II cytoskeletal 73",TRUE,T / M,T,M,15,Q86Y46,891.259216308593,577.543273925781,-0.63,0.63,-35.20,0.65,0,9.53E-01,7.54E-01,14,0.416863156948619,Homo sapiens,4.30%,58923.34,biological_process,"molecular_function,structural molecule activity","nucleus,keratin filament,extracellular exosome",sp,1,1,uniprot_sprot_2015-08-28_HUMAN,">sp|Q86Y46|K2C73_HUMAN Keratin, type II cytoskeletal 73 OS=Homo sapiens GN=KRT73 PE=1 SV=1",4,5
Q86Y56,DNAAF5,Q86Y56,DAAF5_HUMAN,"Dynein assembly factor 5, axonemal",TRUE,T / M,T,M,30,Q86Y56,85.2448806762695,60.0246963500976,-0.51,0.51,-29.59,0.70,0,6.56E-01,6.60E-01,29,0.301981551734181,Homo sapiens,0%,93521.14,"cilium movement,outer dynein arm assembly,inner dynein arm assembly",dynein intermediate chain binding,"cytoplasm,motile cilium",sp,1,4,uniprot_sprot_2015-08-28_HUMAN,">sp|Q86Y56|DAAF5_HUMAN Dynein assembly factor 5, axonemal OS=Homo sapiens GN=DNAAF5 PE=1 SV=4",33,46
Q86YH6,PDSS2,Q86YH6,DLP1_HUMAN,Decaprenyl-diphosphate synthase subunit 2,TRUE,T / M,T,M,5,Q86YH6,5.52365827560424,6.23749256134033,0.18,0.18,12.92,1.13,0,8.60E-01,7.30E-01,4,1.13319355594071,Homo sapiens,0%,44128.59,"ubiquinone biosynthetic process,isoprenoid biosynthetic process,regulation of body fluid levels,protein heterotetramerization","protein heterodimerization activity,trans-octaprenyltranstransferase activity,trans-hexaprenyltranstransferase activity","cytoplasm,mitochondrial matrix,transferase complex",sp,1,2,uniprot_sprot_2015-08-28_HUMAN,>sp|Q86YH6|DLP1_HUMAN Decaprenyl-diphosphate synthase subunit 2 OS=Homo sapiens GN=PDSS2 PE=1 SV=2,15,18
Q8IUE6,HIST2H2AB,Q8IUE6,H2A2B_HUMAN,Histone H2A type 2-B,TRUE,T / M,T,M,25,Q8IUE6,200.72280883789,357.799041748046,0.83,0.83,78.26,1.78,0,7.53E-02,2.83E-01,24,0.397106977578684,Homo sapiens,0%,13995.3,"chromatin silencing,biological_process","molecular_function,DNA binding,protein heterodimerization activity","nucleosome,nuclear chromatin,nucleus,extracellular exosome",sp,1,3,uniprot_sprot_2015-08-28_HUMAN,>sp|Q8IUE6|H2A2B_HUMAN Histone H2A type 2-B OS=Homo sapiens GN=HIST2H2AB PE=1 SV=3,6,11
Q8IUX7,AEBP1,Q8IUX7,AEBP1_HUMAN,Adipocyte enhancer-binding protein 1,TRUE,T / M,T,M,20,Q8IUX7,43.3666343688964,47.8384437561035,0.14,0.14,10.31,1.10,0,6.42E-01,6.55E-01,19,0.26136305514772,Homo sapiens,0%,130928.75,"negative regulation of transcription from RNA polymerase II promoter,skeletal system development,transcription, DNA-templated,peptide metabolic process,muscle organ development,protein processing","RNA polymerase II regulatory region sequence-specific DNA binding,transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific binding,transcription factor activity, sequence-specific DNA binding,transcription corepressor activity,carboxypeptidase activity,metallocarboxypeptidase activity,serine-type carboxypeptidase activity,calmodulin binding,zinc ion binding","extracellular space,nucleus,cytoplasm,extracellular exosome,extracellular matrix",sp,1,1,uniprot_sprot_2015-08-28_HUMAN,>sp|Q8IUX7|AEBP1_HUMAN Adipocyte enhancer-binding protein 1 OS=Homo sapiens GN=AEBP1 PE=1 SV=1,9,11
Q8IV08,PLD3,Q8IV08,PLD3_HUMAN,Phospholipase D3,TRUE,T / M,T,M,5,Q8IV08,4.81908082962036,4.89863204956054,0.02,0.02,1.65,1.02,0,8.65E-01,7.31E-01,4,0.74797561002711,Homo sapiens,0%,54705.35,lipid catabolic process,"phospholipase D activity,protein binding,N-acylphosphatidylethanolamine-specific phospholipase D activity","endoplasmic reticulum membrane,integral component of membrane,extracellular exosome",sp,1,1,uniprot_sprot_2015-08-28_HUMAN,>sp|Q8IV08|PLD3_HUMAN Phospholipase D3 OS=Homo sapiens GN=PLD3 PE=1 SV=1,15,20
Q8IV36,HID1,Q8IV36,HID1_HUMAN,Protein HID1,TRUE,T / M,T,M,20,Q8IV36,154.14891052246,173.640594482421,0.17,0.17,12.64,1.13,0,6.97E-02,2.70E-01,19,0.381125610658979,Homo sapiens,1.50%,88744.53,"intracellular protein transport,response to brefeldin A",,"Golgi trans cisterna,cytoplasm,Golgi apparatus,Golgi medial cisterna,cytoplasmic microtubule,extracellular exosome,extrinsic component of Golgi membrane",sp,1,1,uniprot_sprot_2015-08-28_HUMAN,>sp|Q8IV36|HID1_HUMAN Protein HID1 OS=Homo sapiens GN=HID1 PE=1 SV=1,14,15
Q8IVF2,AHNAK2,Q8IVF2,AHNK2_HUMAN,Protein AHNAK2,TRUE,T / M,T,M,10,Q8IVF2,2217.13891601562,3507.45532226562,0.66,0.66,58.20,1.58,0,6.51E-01,6.56E-01,9,0.611480528982859,Homo sapiens,2.30%,616629.34,plasma membrane repair,protein binding,"nucleus,cytoplasm,plasma membrane,Z disc,T-tubule,cytoplasmic vesicle membrane,sarcolemma,costamere",sp,1,2,uniprot_sprot_2015-08-28_HUMAN,>sp|Q8IVF2|AHNK2_HUMAN Protein AHNAK2 OS=Homo sapiens GN=AHNAK2 PE=1 SV=2,70,76
Q8IVS2,MCAT,Q8IVS2,FABD_HUMAN,"Malonyl-CoA-acyl carrier protein transacylase, mitochondrial",TRUE,T / M,T,M,5,Q8IVS2,17.1595878601074,19.4882068634033,0.18,0.18,13.57,1.14,0,4.24E-01,5.74E-01,4,0.279759972693953,Homo sapiens,0%,42961.5,"fatty acid biosynthetic process,metabolic process","[acyl-carrier-protein] S-malonyltransferase activity,transferase activity,poly(A) RNA binding",mitochondrion,sp,1,2,uniprot_sprot_2015-08-28_HUMAN,">sp|Q8IVS2|FABD_HUMAN Malonyl-CoA-acyl carrier protein transacylase, mitochondrial OS=Homo sapiens GN=MCAT PE=1 SV=2",12,14
